STEM_Student_ID,NOTIONAL_NVQ_LEVEL_CODE,LEARNING_AIM_TYPE_DESC,PLP main qual type
09078213,3,GCE AS level,A Levels
09078232,3,Diploma,All other graded level 3 quals
09078235,1,Diploma,All other graded level 1 quals
09078255,3,Diploma,All other graded level 3 quals
09078266,2,Diploma,All other graded level 2 quals
09078283,1,Certificate,All other graded level 1 quals
09078284,4,NVQ,Level 4 and above
09078286,3,Certificate,All other graded level 3 quals
09078348,3,Access to Higher Education Diploma (from 2007),Access to HE
09078355,1,Diploma,All other graded level 1 quals
09078389,4,HNC,Level 4 and above
09078390,2,Certificate,All other graded level 2 quals
09078393,1,Diploma,All other graded level 1 quals
09078400,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09078403,3,Principal Learning within Diploma (14-19),All other graded level 3 quals
09078412,2,Certificate,All other graded level 2 quals
09078416,2,Diploma,All other graded level 2 quals
09078442,3,Certificate,All other graded level 3 quals
09078459,2,Diploma,All other graded level 2 quals
09078461,3,Principal Learning within Diploma (14-19),All other graded level 3 quals
09078469,2,Certificate,Technical Certificate Level 2
09078470,3,Certificate,All other graded level 3 quals
09078511,3,Diploma,All other graded level 3 quals
09078512,2,Diploma,All other graded level 2 quals
09078513,3,GCE AS level,A Levels
09078534,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09078537,3,Diploma,All other graded level 3 quals
09078606,X,Other,Entry Level 3
09078615,3,Access to Higher Education Diploma (from 2007),Access to HE
09078634,2,NVQ,NVQ Level 2
09078636,4,NVQ,Level 4 and above
09078638,3,Other,All other graded level 3 quals
09078653,4,NVQ,Level 4 and above
09078678,3,Access to Higher Education Diploma (from 2007),Access to HE
09078680,2,Diploma,All other graded level 2 quals
09078684,2,Certificate,Technical Certificate Level 3
09078735,X,Other,Technical Certificate Level 3
09078800,X,Other,Entry Level 3
09078816,1,Diploma,All other graded level 1 quals
09078825,H,HNC,Level 4 and above
09078856,X,Other,Unknown
09078903,1,Diploma,All other graded level 1 quals
09078932,X,Non Council funded studies,Unknown
09078950,X,Other,Entry Level 3
09078960,1,Diploma,All other graded level 1 quals
09079002,X,Other,Entry Level 3
09079012,3,Certificate,All other graded level 3 quals
09079035,3,Access to Higher Education Diploma (from 2007),Access to HE
09079064,3,NVQ,NVQ Level 3
09079075,3,NVQ,NVQ Level 3
09079092,2,Diploma,All other graded level 2 quals
09079174,3,Diploma,All other graded level 3 quals
09079242,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09079305,3,Access to Higher Education Diploma (from 2007),Access to HE
09079309,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09079313,X,Non Council funded studies,Unknown
09079342,2,Diploma,All other graded level 2 quals
09079352,2,Certificate,All other graded level 2 quals
09079369,3,Diploma,All other graded level 3 quals
09079371,2,Diploma,All other graded level 2 quals
09079375,X,Non Council funded studies,Unknown
09079414,3,Certificate,All other graded level 3 quals
09079416,3,Certificate,All other graded level 3 quals
09079418,3,Access to Higher Education Diploma (from 2007),Access to HE
09079510,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09079539,1,Other,All other graded level 1 quals
09079602,1,Certificate,All other graded level 1 quals
09079619,3,Access to Higher Education Diploma (from 2007),Access to HE
09079635,X,Non Council funded studies,Unknown
09079651,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
09079780,3,Access to Higher Education Diploma (from 2007),Access to HE
09079815,2,Certificate,All other graded level 2 quals
09079820,3,Certificate,All other graded level 3 quals
09079825,3,Diploma,All other graded level 3 quals
09079880,2,Certificate,All other graded level 2 quals
09079933,3,GCE AS level,A Levels
09079941,2,Diploma,All other graded level 2 quals
09079955,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09080010,2,Diploma,All other graded level 2 quals
09080049,3,Access to Higher Education Diploma (from 2007),Access to HE
09080084,3,GCE AS level,A Levels
09080097,3,Diploma,All other graded level 3 quals
09080149,4,Other,Level 4 and above
09080152,4,Other,Level 4 and above
09080153,4,Other,Level 4 and above
09080155,4,Other,Level 4 and above
09080156,4,Other,Level 4 and above
09080157,4,Other,Level 4 and above
09080176,2,Diploma,All other graded level 2 quals
09080193,3,Diploma,All other graded level 3 quals
09080226,X,Non Council funded studies,Level 4 and above
09080247,2,Certificate,All other graded level 2 quals
09080265,3,Diploma,All other graded level 3 quals
09080362,4,NVQ,Level 4 and above
09080364,4,NVQ,Level 4 and above
09080400,X,Other,Unknown
09080454,2,Diploma,All other graded level 2 quals
09080495,3,GCE A2 Level,A Levels
09080500,2,Diploma,All other graded level 2 quals
09080502,2,Diploma,All other graded level 2 quals
09080533,2,Certificate,All other graded level 2 quals
09080574,4,Diploma,Level 4 and above
09080590,2,Diploma,All other graded level 2 quals
09080619,X,Non Council funded studies,Unknown
09080651,2,Diploma,CACHE Level 2
09080652,2,Diploma,All other graded level 2 quals
09080656,2,Certificate,All other graded level 2 quals
09080666,3,Certificate,All other graded level 3 quals
09080685,2,Certificate,All other graded level 2 quals
09080689,X,Non Council funded studies,Level 4 and above
09080712,2,Certificate,All other graded level 2 quals
09080714,3,Diploma,All other graded level 3 quals
09080718,2,Certificate,All other graded level 2 quals
09080731,3,GCE AS level,A Levels
09080732,3,Access to Higher Education Diploma (from 2007),Access to HE
09080744,3,GCE AS level,A Levels
09080907,1,Certificate,All other graded level 1 quals
09080908,1,Certificate,All other graded level 1 quals
09080909,1,Certificate,All other graded level 1 quals
09080910,1,Certificate,All other graded level 1 quals
09080911,1,Certificate,All other graded level 1 quals
09080912,1,Certificate,All other graded level 1 quals
09080913,1,Certificate,All other graded level 1 quals
09080914,1,Certificate,All other graded level 1 quals
09080915,1,Certificate,All other graded level 1 quals
09080916,1,Certificate,All other graded level 1 quals
09080917,1,Certificate,All other graded level 1 quals
09080918,1,Certificate,All other graded level 1 quals
09080919,1,Certificate,All other graded level 1 quals
09080920,1,Certificate,All other graded level 1 quals
09080921,1,Certificate,All other graded level 1 quals
09080922,1,Certificate,All other graded level 1 quals
09080924,1,Certificate,All other graded level 1 quals
09080925,1,Certificate,All other graded level 1 quals
09080926,1,Certificate,All other graded level 1 quals
09080927,1,Certificate,All other graded level 1 quals
09080928,1,Certificate,All other graded level 1 quals
09080930,1,Certificate,All other graded level 1 quals
10072457,3,Access to Higher Education Diploma (from 2007),Access to HE
10072475,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072482,1,Certificate,All other graded level 1 quals
10072488,2,Diploma,All other graded level 2 quals
10072499,3,Diploma,All other graded level 3 quals
10072517,X,Other,Unknown
10072523,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072532,3,Diploma,All other graded level 3 quals
10072538,2,Diploma,All other graded level 2 quals
10072541,3,Diploma,All other graded level 3 quals
10072560,2,Diploma,All other graded level 2 quals
10072562,2,Diploma,CACHE Level 2
10072566,2,Diploma,All other graded level 2 quals
10072584,1,Diploma,All other graded level 1 quals
10072585,3,GCE AS level,A Levels
10072587,1,Diploma,All other graded level 1 quals
10072589,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072593,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072594,1,Diploma,All other graded level 1 quals
10072596,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10072598,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072599,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10072600,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10072601,1,Diploma,All other graded level 1 quals
10072602,1,Diploma,All other graded level 1 quals
10072605,1,Diploma,All other graded level 1 quals
10072607,1,Diploma,All other graded level 1 quals
10072609,1,Diploma,All other graded level 1 quals
10072611,1,Diploma,All other graded level 1 quals
10072614,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072618,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10072620,E,Certificate,Entry Level 3
10072622,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072623,2,Diploma,All other graded level 2 quals
10072624,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072625,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072626,E,Certificate,Entry Level 3
10072627,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072628,2,Diploma,All other graded level 2 quals
10072629,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072630,2,Diploma,All other graded level 2 quals
10072634,2,Certificate,All other graded level 2 quals
10072635,2,Diploma,All other graded level 2 quals
10072636,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072637,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072638,2,Diploma,All other graded level 2 quals
10072639,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072640,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072641,2,Certificate,All other graded level 2 quals
10072642,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072643,3,Diploma,All other graded level 3 quals
10072645,E,Certificate,Entry Level 3
10072646,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072647,2,Diploma,All other graded level 2 quals
10072650,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072651,2,Certificate,All other graded level 2 quals
10072653,E,Certificate,Entry Level 3
10072654,1,Diploma,All other graded level 1 quals
10072660,3,Diploma,All other graded level 3 quals
10072665,X,Other,Unknown
10072666,2,Diploma,All other graded level 2 quals
10072668,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072670,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10072673,2,Diploma,All other graded level 2 quals
10072690,1,Diploma,All other graded level 1 quals
10072696,3,Diploma,All other graded level 3 quals
10072708,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072714,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072716,3,Principal Learning within Diploma (14-19),All other graded level 3 quals
10072718,2,Certificate,All other graded level 2 quals
10072719,2,Diploma,All other graded level 2 quals
10072721,2,Diploma,All other graded level 2 quals
10072722,3,Principal Learning within Diploma (14-19),All other graded level 3 quals
10072725,1,Diploma,All other graded level 1 quals
10072727,1,Diploma,All other graded level 1 quals
10072732,2,Diploma,All other graded level 2 quals
10072735,2,Diploma,All other graded level 2 quals
10072736,1,Diploma,All other graded level 1 quals
10072741,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10072745,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072746,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072748,2,NVQ,NVQ Level 2
10072750,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10072751,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072753,3,Diploma,CACHE Dip
10072754,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072759,2,Diploma,All other graded level 2 quals
10072761,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072762,1,Diploma,All other graded level 1 quals
10072763,3,Access to Higher Education Diploma (from 2007),Access to HE
10072765,2,Diploma,All other graded level 2 quals
10072768,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10072769,E,Certificate,Entry Level 3
10072770,2,Certificate,All other graded level 2 quals
10072771,2,Certificate,All other graded level 2 quals
10072774,2,Diploma,All other graded level 2 quals
10072777,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072778,2,Certificate,All other graded level 2 quals
10072779,3,Diploma,All other graded level 3 quals
10072780,3,Diploma,CACHE Dip
10072781,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072784,2,Diploma,All other graded level 2 quals
10072786,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072787,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072791,2,Diploma,All other graded level 2 quals
10072795,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10072796,2,Diploma,All other graded level 2 quals
10072800,2,Diploma,All other graded level 2 quals
10072801,E,Certificate,Entry Level 3
10072804,1,Certificate,All other graded level 1 quals
10072805,E,Certificate,Entry Level 3
10072816,2,Certificate,All other graded level 2 quals
10072817,2,Certificate,All other graded level 2 quals
10072819,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072820,2,Diploma,All other graded level 2 quals
10072821,2,Diploma,All other graded level 2 quals
10072822,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072823,2,Diploma,All other graded level 2 quals
10072826,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072828,1,Certificate,Cache Level 1
10072829,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10072830,2,Diploma,All other graded level 2 quals
10072834,1,Diploma,All other graded level 1 quals
10072838,2,Diploma,All other graded level 2 quals
10072841,3,Diploma,All other graded level 3 quals
10072842,3,Diploma,All other graded level 3 quals
10072844,3,Principal Learning within Diploma (14-19),All other graded level 3 quals
10072852,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072856,3,Access to Higher Education Diploma (from 2007),Access to HE
10072857,2,Diploma,All other graded level 2 quals
10072862,1,Diploma,All other graded level 1 quals
10072863,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10072865,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072866,E,Certificate,Entry Level 3
10072867,2,Certificate,All other graded level 2 quals
10072868,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072870,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072873,2,Diploma,All other graded level 2 quals
10072874,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072875,1,Certificate,Cache Level 1
10072883,2,Diploma,All other graded level 2 quals
10072886,2,Diploma,All other graded level 2 quals
10072891,2,Diploma,All other graded level 2 quals
10072898,3,Diploma,All other graded level 3 quals
10072899,3,Diploma,All other graded level 3 quals
10072903,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072906,3,Diploma,CACHE Dip
10072908,3,Diploma,All other graded level 3 quals
10072911,1,Diploma,All other graded level 1 quals
10072914,2,Diploma,All other graded level 2 quals
10072916,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072921,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072923,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072928,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072930,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10072933,3,Diploma,CACHE Dip
10072936,2,Diploma,CACHE Level 2
